* Earning Disregard for ages [nra, n70) for a given year and age. Historical to 2010, MAX(EDA2(Year-2), ROUND(NWI(Year – 2) / NWI(2000) *2500/10)*120). Based on SSA TR 09 Intermediate Growth Assumptions.
1950	7230
1951	7230
1952	7230
1953	7230
1954	7230
1955	7230
1956	7230
1957	7230
1958	7230
1959	7230
1960	7230
1961	7230
1962	7230
1963	7230
1964	7230
1965	7230
1966	7230
1967	7230
1968	7230
1969	7230
1970	7230
1971	7230
1972	7230
1973	7230
1974	7230
1975	7230
1976	7230
1977	7230
1978	7230
1979	7230
1980	7230
1981	7230
1982	7230
1983	7230
1984	7230
1985	7320
1986	7800
1987	8160
1988	8400
1989	8880
1990	9360
1991	9720
1992	10200
1993	10560
1994	11160
1995	11280
1996	12500
1997	13500
1998	14500
1999	15500
2000	17000
2001	25000
2002	30000
2003	30720
2004	31080
2005	31800
2006	33240
2007	34440
2008	36120
2009	37680
2010	37680
2011	38880
2012	39480
2013	40200
2014	40680
2015	41160
2016	41520
2017	42120
2018	42480
2019	42840
2020	43320
2021	43800
2022	44160
2023	44640
2024	45120
2025	45600
2026	45960
2027	46440
2028	46920
2029	47520
2030	48000
2031	48480
2032	48960
2033	49440
2034	50040
2035	50520
2036	51120
2037	51720
2038	52200
2039	52800
2040	53400
2041	54000
2042	54600
2043	55200
2044	55800
2045	56400
2046	57000
2047	57600
2048	58200
2049	58920
2050	59520
2051	60120
2052	60840
2053	61440
2054	62160
2055	62760
2056	63480
2057	64200
2058	64800
2059	65520
2060	66240
2061	66960
2062	67680
2063	68400
2064	69120
2065	69840
2066	70560
2067	71400
2068	72120
2069	72840
2070	73680
2071	74520
2072	75240
2073	76080
2074	76920
2075	77760
2076	78600
2077	79440
2078	80280
2079	81120
2080	81960
2081	82800
2082	83760
2083	84600
2084	85560
2085	86400
2086	87360
2087	88320
2088	89280
2089	90240
2090	91200
2091	92160
2092	93120
2093	94200
2094	95160
2095	96240
2096	97200
2097	98280
2098	99360
2099	100320
2100	101400
