* Substantial Gainful Activity. Historical through 2010, then grows with NWI as MAX(ROUND(NWI(Year – 2)/NWI(1998)*SGA(2000)/120)*120,SGA(Year – 1)). Based on SSA TR 09 Intermediate Growth Assumptions.
1980	3600
1981	3600
1982	3600
1983	3600
1984	3600
1985	3600
1986	3600
1987	3600
1988	3600
1989	3600
1990	6000
1991	6000
1992	6000
1993	6000
1994	6000
1995	6000
1996	6000
1997	6000
1998	6000
1999	6000
2000	8400
2001	8880
2002	9360
2003	9600
2004	9720
2005	9960
2006	10320
2007	10800
2008	11280
2009	11760
2010	12000
2011	12120
2012	12360
2013	12480
2014	12720
2015	12840
2016	12960
2017	13080
2018	13200
2019	13320
2020	13560
2021	13680
2022	13800
2023	13920
2024	14040
2025	14160
2026	14400
2027	14520
2028	14640
2029	14760
2030	15000
2031	15120
2032	15240
2033	15480
2034	15600
2035	15720
2036	15960
2037	16080
2038	16320
2039	16440
2040	16680
2041	16800
2042	17040
2043	17160
2044	17400
2045	17640
2046	17760
2047	18000
2048	18120
2049	18360
2050	18600
2051	18720
2052	18960
2053	19200
2054	19440
2055	19560
2056	19800
2057	20040
2058	20280
2059	20400
2060	20640
2061	20880
2062	21120
2063	21360
2064	21600
2065	21840
2066	22080
2067	22200
2068	22440
2069	22680
2070	23040
2071	23280
2072	23520
2073	23760
2074	24000
2075	24240
2076	24480
2077	24720
2078	25080
2079	25320
2080	25560
2081	25800
2082	26160
2083	26400
2084	26640
2085	27000
2086	27240
2087	27600
2088	27840
2089	28200
2090	28440
2091	28800
2092	29040
2093	29400
2094	29640
2095	30000
2096	30360
2097	30600
2098	30960
2099	31320
2100	31680
