* In 2010, people with $160k < MAGI <= $214k pay 65% of cost
1996	0.0
1997	0.0
1998	0.0
1999	0.0
2000	0.0
2001	0.0
2002	0.0
2003	0.0
2004	0.0
2005	0.0
2006	0.0
2007	0.0
2008	0.0
2009	0.0
2010	0.0
2011	0.0
2012	0.65
2013	0.65
2014	0.65
2015	0.65
2016	0.65
2017	0.65
2018	0.65
2019	0.65
2020	0.65
2021	0.65
2022	0.65
2023	0.65
2024	0.65
2025	0.65
2026	0.65
2027	0.65
2028	0.65
2029	0.65
2030	0.65
2031	0.65
2032	0.65
2033	0.65
2034	0.65
2035	0.65
2036	0.65
2037	0.65
2038	0.65
2039	0.65
2040	0.65
2041	0.65
2042	0.65
2043	0.65
2044	0.65
2045	0.65
2046	0.65
2047	0.65
2048	0.65
2049	0.65
2050	0.65
2051	0.65
2052	0.65
2053	0.65
2054	0.65
2055	0.65
2056	0.65
2057	0.65
2058	0.65
2059	0.65
2060	0.65
2061	0.65
2062	0.65
2063	0.65
2064	0.65
2065	0.65
2066	0.65
2067	0.65
2068	0.65
2069	0.65
2070	0.65
2071	0.65
2072	0.65
2073	0.65
2074	0.65
2075	0.65
2076	0.65
2077	0.65
2078	0.65
2079	0.65
2080	0.65
2081	0.65
2082	0.65
2083	0.65
2084	0.65
2085	0.65
2086	0.65
2087	0.65
2088	0.65
2089	0.65
2090	0.65
2091	0.65
2092	0.65
2093	0.65
2094	0.65
2095	0.65
2096	0.65
2097	0.65
2098	0.65
2099	0.65
2100	0.65
