* Excess real growth in medical costs, as a percentage. Real growth is 1.5% in 1992-2004, 1% in 2033, .4% in 2053, -.2% in 2083, linearly extrapolated. Source: CBO, CMS and SSA assumptions on 
* medical cost growth relative to GDP
* For scenarios in which we don't want medical cost growth limited,
* use this series
1992	999
1993	999
1994	999
1995	999
1996	999
1997	999
1998	999
1999	999
2000	999
2001	999
2002	999
2003	999
2004	999
2005	999
2006	999
2007	999
2008	999
2009	999
2010	999
2011	999
2012	999
2013	999
2014	999
2015	999
2016	999
2017	999
2018	999
2019	999
2020	999
2021	999
2022	999
2023	999
2024	999
2025	999
2026	999
2027	999
2028	999
2029	999
2030	999
2031	999
2032	999
2033	999
2034	999
2035	999
2036	999
2037	999
2038	999
2039	999
2040	999
2041	999
2042	999
2043	999
2044	999
2045	999
2046	999
2047	999
2048	999
2049	999
2050	999
2051	999
2052	999
2053	999
2054	999
2055	999
2056	999
2057	999
2058	999
2059	999
2060	999
2061	999
2062	999
2063	999
2064	999
2065	999
2066	999
2067	999
2068	999
2069	999
2070	999
2071	999
2072	999
2073	999
2074	999
2075	999
2076	999
2077	999
2078	999
2079	999
2080	999
2081	999
2082	999
2083	999
2084	999
2085	999
2086	999
2087	999
2088	999
2089	999
2090	999
2091	999
2092	999
2093	999
2094	999
2095	999
2096	999
2097	999
2098	999
2099	999
2100	999
