* Federal share of Medcaid spending, based on PPACA
1990	1.00
1991	1.00
1992	1.00
1993	1.00
1994	1.00
1995	1.00
1996	1.00
1997	1.00
1998	1.00
1999	1.00
2000	1.00
2001	1.00
2002	1.00
2003	1.00
2004	1.00
2005	1.00
2006	1.00
2007	1.00
2008	1.00
2009	1.00
2010	1.00
2011	1.00
2012	1.00
2013	1.00
2014	1.00
2015	1.00
2016	1.00
2017	0.95
2018	0.94
2019	0.93
2020	0.90
2021	0.90
2022	0.90
2023	0.90
2024	0.90
2025	0.90
2026	0.90
2027	0.90
2028	0.90
2029	0.90
2030	0.90
2031	0.90
2032	0.90
2033	0.90
2034	0.90
2035	0.90
2036	0.90
2037	0.90
2038	0.90
2039	0.90
2040	0.90
2041	0.90
2042	0.90
2043	0.90
2044	0.90
2045	0.90
2046	0.90
2047	0.90
2048	0.90
2049	0.90
2050	0.90
2051	0.90
2052	0.90
2053	0.90
2054	0.90
2055	0.90
2056	0.90
2057	0.90
2058	0.90
2059	0.90
2060	0.90
2061	0.90
2062	0.90
2063	0.90
2064	0.90
2065	0.90
2066	0.90
2067	0.90
2068	0.90
2069	0.90
2070	0.90
2071	0.90
2072	0.90
2073	0.90
2074	0.90
2075	0.90
2076	0.90
2077	0.90
2078	0.90
2079	0.90
2080	0.90
2081	0.90
2082	0.90
2083	0.90
2084	0.90
2085	0.90
2086	0.90
2087	0.90
2088	0.90
2089	0.90
2090	0.90
2091	0.90
2092	0.90
2093	0.90
2094	0.90
2095	0.90
2096	0.90
2097	0.90
2098	0.90
2099	0.90
2100	0.90
