* Real Interest Rate on Wealth, as Index starting in 1992
1992	100
1993	103.9
1994	107.9521
1995	112.1622319
1996	116.5365589
1997	121.0814847
1998	125.8036626
1999	132.4712568
2000	136.9752795
2001	140.2626862
2002	145.1718802
2003	150.8335836
2004	154.7552567
2005	154.7552567
2006	154.7552567
2007	154.7552567
2008	154.7552567
2009	154.7552567
2010	154.7552567
2011	154.7552567
2012	154.7552567
2013	154.7552567
2014	154.7552567
2015	154.7552567
2016	154.7552567
2017	154.7552567
2018	154.7552567
2019	154.7552567
2020	154.7552567
2021	154.7552567
2022	154.7552567
2023	154.7552567
2024	154.7552567
2025	154.7552567
2026	154.7552567
2027	154.7552567
2028	154.7552567
2029	154.7552567
2030	154.7552567
2031	154.7552567
2032	154.7552567
2033	154.7552567
2034	154.7552567
2035	154.7552567
2036	154.7552567
2037	154.7552567
2038	154.7552567
2039	154.7552567
2040	154.7552567
2041	154.7552567
2042	154.7552567
2043	154.7552567
2044	154.7552567
2045	154.7552567
2046	154.7552567
2047	154.7552567
2048	154.7552567
2049	154.7552567
2050	154.7552567
2051	154.7552567
2052	154.7552567
2053	154.7552567
2054	154.7552567
2055	154.7552567
2056	154.7552567
2057	154.7552567
2058	154.7552567
2059	154.7552567
2060	154.7552567
2061	154.7552567
2062	154.7552567
2063	154.7552567
2064	154.7552567
2065	154.7552567
2066	154.7552567
2067	154.7552567
2068	154.7552567
2069	154.7552567
2070	154.7552567
2071	154.7552567
2072	154.7552567
2073	154.7552567
2074	154.7552567
2075	154.7552567
2076	154.7552567
2077	154.7552567
2078	154.7552567
2079	154.7552567
2080	154.7552567
2081	154.7552567
2082	154.7552567
2083	154.7552567
2084	154.7552567
2085	154.7552567
2086	154.7552567
2087	154.7552567
2088	154.7552567
2089	154.7552567
2090	154.7552567
2091	154.7552567
2092	154.7552567
2093	154.7552567
2094	154.7552567
2095	154.7552567
2096	154.7552567
2097	154.7552567
2098	154.7552567
2099	154.7552567
2100	154.7552567
